"year","scientificname","commonname","total_catch","total_biomass"
2013,"Eutrigla gurnardus","Grey gurnard",10200,0
2013,"Gadus morhua","Atlantic Cod",6820,11500
2013,"Gadus morhua","Atlantic cod",1333816,5968690.733
2013,"Galeorhinus galeus","Tope shark",483,0
2013,"Galeus melastomus","Blackmouth dogfish",888,0
2013,"Glyptocephalus cynoglossus","Witch flounder",2020,0
2013,"Hoplostethus atlanticus","Orange roughy",67,0
2013,"Lamna nasus","Porbeagle shark",22,0
2013,"Lepidorhombus boscii","Fourspotted megrim",1430,6400
2013,"Lepidorhombus spp","Megrim spp",278,0
2013,"Lepidorhombus spp","Megrim spp.",3060,0
2013,"Lepidorhombus whiffiagonis","Megrim",21150,72010
2013,"Leucoraja circularis","Sandy ray",61.5,0
2013,"Leucoraja fullonica","Shagreen ray",251,0
2013,"Leucoraja naevus","Cuckoo ray",3214.4,0
2013,"Limanda ferruginea","Yellowtail Flounder",10700,0
2013,"Limanda limanda","Dab",61480,1.25
2013,"Lophius budegassa","Black bellied angler",13970,0
2013,"Lophius piscatorius","White anglerfish",33840,104900
2013,"Macrourus berglax","Roughhead grenadier",1280,0
2013,"Mallotus villosus","Capelin",319000,3960000
2013,"Melanogrammus aeglefinus","Haddock",306147,1677200
2013,"Merlangius merlangus","Whiting",46400,449180
2013,"Merluccius merluccius","Hake",103300,323000
2013,"Micromesistius poutassou","Blue whiting",614000,5390000
2013,"Microstomus kitt","Lemon sole",4550,0
2013,"Molva dypterygia","Blue ling",6310,0
2013,"Molva molva","Ling",41450,57700
2013,"Mullus surmuletus","Striped red mullet",1919,0
2013,"Mustelus spp","Smooth-hound",3410,0
2013,"Nephrops norvegicus","Norway lobster",52604.42,0
2013,"Pagellus bogaraveo","Red seabream",1259,0
2013,"Pandalus borealis","Northern shrimp",28500,19001.37
2013,"Phycis blennoides","Greater forkbeard",3330,0
2013,"Platichthys flesus","European flounder",24357,0
2013,"Pleuronectes platessa","European Plaice",140720,933812.59
2013,"Pollachius pollachius","European pollack",3350,0
2013,"Pollachius virens","Pollock",246700,1098000
2013,"Pollachius virens","Pollock or saithe",57500,260000
2013,"Raja brachyura","Blonde ray",1995.1,0
2013,"Raja clavata","Thornback skate",4849,0
2013,"Raja microocellata","Smalleyed ray",282.1,0
2013,"Raja montagui","Spotted ray",1635.8,0
2013,"Raja undulata","Undulate ray",2450,0
2013,"Reinhardtius hippoglossoides","Greenland halibut",27022200,683000
2013,"Salmo trutta","Sea trout",212,0
2013,"Sardina pilchardus","European pilchard",45800,117000
2013,"Sardina pilchardus","Sardine",40280,0
2013,"Scomber scombrus","Mackerel",932000,4750000
2013,"Scophthalmus maximus","Turbot",3538,0
2013,"Scophthalmus rhombus","Brill",31,0
2013,"Scyliorhinus canicula","Lesser spotted dogfish",10330,0
2013,"Sebastes mentella","Beaked Redfish",63150,0.54
2013,"Sebastes mentella","Deepwater Redfish",9470,1080000
2013,"Sebastes norvegicus","Golden Redfish",58810,556900
2013,"Sebastes spp","Redfish species",13780,188000
2013,"Solea solea","Common sole",24798,104830
2013,"Sprattus sprattus","Sprat",368620,3900000
2013,"Squalus acanthias","Spurdog",0,47400
2013,"Trachurus picturatus","Blue jack mackerel",1590,0
2013,"Trachurus trachurus","Horse mackerel",212600,1190000
2013,"Trisopterus esmarkii","Norway pout",82100,306000
2013,"Urophycis tenuis","White hake",372,0
2014,"Amblyraja radiata","Starry ray",0,0
2014,"Amblyraja radiata","Thorny skate",0,0
2014,"Ammodytes spp","Sand eel",222089,1060000
2014,"Aphanopus carbo","Black scabbardfish",5.57,0
2014,"Argentina silus","Greater silver smelt",39562,0
2014,"Beryx spp","Beryx spp",282,0
2014,"Brosme brosme","Tusk",19528,35400
2014,"Capros aper","Boarfish",45200,0.661
2014,"Centrophorus squamosus","Leafscale gulper shark",33,0
2014,"Cetorhinus maximus","Basking shark",0,0
2014,"Chelidonichthys cuculus","Red gurnard",5100,0
2014,"Clupea harengus","Herring",1436600,14045000
2014,"Coryphaenoides rupestris","Roundnose grenadier",5202,0
2014,"Dalatias licha","Kitefin shark",0,0
2014,"Dicentrarchus labrax","European seabass",6619,16500
2014,"Engraulis encrasicolus","Anchovy",30300,82100
2014,"Eutrigla gurnardus","Grey gurnard",8600,0
2014,"Gadus morhua","Atlantic Cod",4620,9490
2014,"Gadus morhua","Atlantic cod",1368392,4464871.14
2014,"Galeorhinus galeus","Tope shark",462,0
2014,"Galeus melastomus","Blackmouth dogfish",1270,0
2014,"Glyptocephalus cynoglossus","Witch flounder",2670,0
2014,"Hoplostethus atlanticus","Orange roughy",48,0
2014,"Lamna nasus","Porbeagle shark",7,0
2014,"Lepidorhombus boscii","Fourspotted megrim",1940,7230
2014,"Lepidorhombus spp","Megrim spp",343,0
2014,"Lepidorhombus spp","Megrim spp.",2810,0
2014,"Lepidorhombus whiffiagonis","Megrim",16199,87630
2014,"Leucoraja circularis","Sandy ray",60.5,0
2014,"Leucoraja fullonica","Shagreen ray",211,0
2014,"Leucoraja naevus","Cuckoo ray",3424.2,0
2014,"Limanda ferruginea","Yellowtail Flounder",7990,0
2014,"Limanda limanda","Dab",60070,1.4
2014,"Lophius budegassa","Black bellied angler",13500,0
2014,"Lophius piscatorius","White anglerfish",32330,109700
2014,"Macrourus berglax","Roughhead grenadier",654,0
2014,"Mallotus villosus","Capelin",584000,1950000
2014,"Melanogrammus aeglefinus","Haddock",277410,1778100
2014,"Merlangius merlangus","Whiting",50635,617720
2014,"Merluccius merluccius","Hake",111500,360200
2014,"Micromesistius poutassou","Blue whiting",1150000,6420000
2014,"Microstomus kitt","Lemon sole",5120,0
2014,"Molva dypterygia","Blue ling",4901,0
2014,"Molva molva","Ling",47460,60000
2014,"Mullus surmuletus","Striped red mullet",3190,0
2014,"Mustelus spp","Smooth-hound",3280,0
2014,"Nephrops norvegicus","Norway lobster",54310.3,0
2014,"Pagellus bogaraveo","Red seabream",1302,0
2014,"Pandalus borealis","Northern shrimp",33100,29401.47
2014,"Phycis blennoides","Greater forkbeard",3430,0
2014,"Platichthys flesus","European flounder",23893,0
2014,"Pleuronectes platessa","European Plaice",149443,1062262.56
2014,"Pollachius pollachius","European pollack",3570,0
2014,"Pollachius virens","Pollock",237700,1145000
2014,"Pollachius virens","Pollock or saithe",45500,266000
2014,"Raja brachyura","Blonde ray",2136,0
2014,"Raja clavata","Thornback skate",4717,0
2014,"Raja microocellata","Smalleyed ray",248.9,0
2014,"Raja montagui","Spotted ray",1627.2,0
2014,"Raja undulata","Undulate ray",1102,0
2014,"Reinhardtius hippoglossoides","Greenland halibut",21123000,684000
2014,"Salmo trutta","Sea trout",220,0
2014,"Sardina pilchardus","European pilchard",27900,118000
2014,"Sardina pilchardus","Sardine",40210,0
2014,"Scomber scombrus","Mackerel",1390000,4920000
2014,"Scophthalmus maximus","Turbot",3458,0
2014,"Scophthalmus rhombus","Brill",2118,0
2014,"Scyliorhinus canicula","Lesser spotted dogfish",12835,0
2014,"Sebastes mentella","Beaked Redfish",44330,0.52
2014,"Sebastes mentella","Deepwater Redfish",18800,1200000
2014,"Sebastes norvegicus","Golden Redfish",55140,546500
2014,"Sebastes spp","Redfish species",7400,143000
2014,"Solea solea","Common sole",24706,102739
2014,"Sprattus sprattus","Sprat",468850,6290000
2014,"Squalus acanthias","Spurdog",0,48600
2014,"Trachurus picturatus","Blue jack mackerel",1610,0
2014,"Trachurus trachurus","Horse mackerel",178400,1080000
2014,"Trisopterus esmarkii","Norway pout",44208,137000
2014,"Urophycis tenuis","White hake",627,0
2015,"Ammodytes spp","Sand eel",310489,0
2015,"Aphanopus carbo","Black scabbardfish",6.33,0
2015,"Argentina silus","Greater silver smelt",39065,0
2015,"Beryx spp","Beryx spp",365,0
2015,"Brosme brosme","Tusk",20326,33400
2015,"Capros aper","Boarfish",17800,0.789
2015,"Chelidonichthys cuculus","Red gurnard",3750,0
2015,"Clupea harengus","Herring",1295290,14150500
2015,"Coryphaenoides rupestris","Roundnose grenadier",1954,0
2015,"Dicentrarchus labrax","European seabass",5201.8,14100
2015,"Engraulis encrasicolus","Anchovy",37720,147000
2015,"Eutrigla gurnardus","Grey gurnard",8450,0
2015,"Gadus morhua","Atlantic Cod",4720,9360
2015,"Gadus morhua","Atlantic cod",1302340,4096161.4
2015,"Galeorhinus galeus","Tope shark",501,0
2015,"Galeus melastomus","Blackmouth dogfish",177.26,0
2015,"Glyptocephalus cynoglossus","Witch flounder",2240,0
2015,"Lepidorhombus boscii","Fourspotted megrim",1750,7920
2015,"Lepidorhombus spp","Megrim spp",453,0
2015,"Lepidorhombus spp","Megrim spp.",2620,0
2015,"Lepidorhombus whiffiagonis","Megrim",13397,83880
2015,"Leucoraja circularis","Sandy ray",62.6,0
2015,"Leucoraja fullonica","Shagreen ray",196,0
2015,"Leucoraja naevus","Cuckoo ray",3567,0
2015,"Limanda ferruginea","Yellowtail Flounder",0,0
2015,"Limanda limanda","Dab",53770,1.47
2015,"Lophius budegassa","Black bellied angler",12300,0
2015,"Lophius piscatorius","White anglerfish",31970,113900
2015,"Mallotus villosus","Capelin",289000,842000
2015,"Melanogrammus aeglefinus","Haddock",299280,1764400
2015,"Merlangius merlangus","Whiting",61730,539850
2015,"Merluccius merluccius","Hake",114800,397400
2015,"Micromesistius poutassou","Blue whiting",1390000,7830000
2015,"Microstomus kitt","Lemon sole",4930,0
2015,"Molva dypterygia","Blue ling",4778,0
2015,"Molva molva","Ling",44220,58700
2015,"Mullus surmuletus","Striped red mullet",6460,0
2015,"Mustelus spp","Smooth-hound",3350,0
2015,"Nephrops norvegicus","Norway lobster",47994.59,0
2015,"Pagellus bogaraveo","Red seabream",1394,0
2015,"Pandalus borealis","Northern shrimp",33600,1.61
2015,"Phycis blennoides","Greater forkbeard",4240,0
2015,"Platichthys flesus","European flounder",19896,0
2015,"Pleuronectes platessa","European Plaice",146817.1,927323.49
2015,"Pollachius pollachius","European pollack",3590,0
2015,"Pollachius virens","Pollock",240400,1150000
2015,"Pollachius virens","Pollock or saithe",48500,267000
2015,"Raja brachyura","Blonde ray",2323.6,0
2015,"Raja clavata","Thornback skate",4289,0
2015,"Raja microocellata","Smalleyed ray",264,0
2015,"Raja montagui","Spotted ray",1425.1,0
2015,"Raja undulata","Undulate ray",904,0
2015,"Reinhardtius hippoglossoides","Greenland halibut",25724700,678000
2015,"Salmo trutta","Sea trout",192,0
2015,"Sardina pilchardus","European pilchard",20600,112000
2015,"Sardina pilchardus","Sardine",36710,0
2015,"Scomber scombrus","Mackerel",1210000,5730000
2015,"Scophthalmus maximus","Turbot",3499,0
2015,"Scophthalmus rhombus","Brill",2680,0
2015,"Scyliorhinus canicula","Lesser spotted dogfish",17702,0
2015,"Sebastes mentella","Beaked Redfish",48290,0.53
2015,"Sebastes mentella","Deepwater Redfish",25800,1240000
2015,"Sebastes norvegicus","Golden Redfish",55230,535900
2015,"Solea solea","Common sole",22399.2,112850
2015,"Sprattus sprattus","Sprat",567210,4400000
2015,"Squalus acanthias","Spurdog",0,49800
2015,"Trachurus picturatus","Blue jack mackerel",1540,0
2015,"Trachurus trachurus","Horse mackerel",145100,1e+06
2015,"Trisopterus esmarkii","Norway pout",57401.22,419000
2015,"Urophycis tenuis","White hake",0,0
2016,"Ammodytes spp","Sand eel",68943,0
2016,"Aphanopus carbo","Black scabbardfish",6.01,0
2016,"Argentina silus","Greater silver smelt",42550,0
2016,"Beryx spp","Beryx spp",300,0
2016,"Brosme brosme","Tusk",20100,32500
2016,"Capros aper","Boarfish",19300,0.262
2016,"Chelidonichthys cuculus","Red gurnard",3650,0
2016,"Clupea harengus","Herring",1439170,12904500
2016,"Coryphaenoides rupestris","Roundnose grenadier",2089,0
2016,"Dicentrarchus labrax","European seabass",4687.1,12300
2016,"Engraulis encrasicolus","Anchovy",20700,153000
2016,"Eutrigla gurnardus","Grey gurnard",12100,0
2016,"Gadus morhua","Atlantic Cod",3520,10300
2016,"Gadus morhua","Atlantic cod",1303245,3550300.961
2016,"Galeorhinus galeus","Tope shark",454,0
2016,"Galeus melastomus","Blackmouth dogfish",169.132,0
2016,"Glyptocephalus cynoglossus","Witch flounder",2740,0
2016,"Lepidorhombus boscii","Fourspotted megrim",1420,8070
2016,"Lepidorhombus spp","Megrim spp",405,0
2016,"Lepidorhombus spp","Megrim spp.",2960,0
2016,"Lepidorhombus whiffiagonis","Megrim",14298,108900
2016,"Leucoraja naevus","Cuckoo ray",170,0
2016,"Limanda limanda","Dab",49900,1.88
2016,"Lophius budegassa","Black bellied angler",13840,0
2016,"Lophius piscatorius","White anglerfish",34510,125400
2016,"Mallotus villosus","Capelin",3e+05,328000
2016,"Melanogrammus aeglefinus","Haddock",339760,1702000
2016,"Merlangius merlangus","Whiting",58340,392340
2016,"Merluccius merluccius","Hake",133500,413700
2016,"Micromesistius poutassou","Blue whiting",1180000,8470000
2016,"Microstomus kitt","Lemon sole",5010,0
2016,"Molva dypterygia","Blue ling",4197,0
2016,"Molva molva","Ling",43890,56100
2016,"Mullus surmuletus","Striped red mullet",4310,0
2016,"Mustelus spp","Smooth-hound",3410,0
2016,"Nephrops norvegicus","Norway lobster",53506,0
2016,"Pagellus bogaraveo","Red seabream",1081,0
2016,"Pandalus borealis","Northern shrimp",32100,1.67
2016,"Phycis blennoides","Greater forkbeard",2690,0
2016,"Platichthys flesus","European flounder",2440,0
2016,"Pleuronectes platessa","European Plaice",153671.9,999094.13
2016,"Pollachius pollachius","European pollack",1500,0
2016,"Pollachius virens","Pollock",248700,1332000
2016,"Pollachius virens","Pollock or saithe",49200,306000
2016,"Raja brachyura","Blonde ray",160.8,0
2016,"Raja clavata","Thornback skate",1820,0
2016,"Raja montagui","Spotted ray",223,0
2016,"Raja undulata","Undulate ray",1725,0
2016,"Reinhardtius hippoglossoides","Greenland halibut",25424900,666000
2016,"Salmo trutta","Sea trout",232,0
2016,"Sardina pilchardus","European pilchard",22700,137000
2016,"Sardina pilchardus","Sardine",44800,0
2016,"Scomber scombrus","Mackerel",1090000,4750000
2016,"Scophthalmus maximus","Turbot",4710,0
2016,"Scophthalmus rhombus","Brill",2620,0
2016,"Scyliorhinus canicula","Lesser spotted dogfish",18088,0
2016,"Sebastes mentella","Beaked Redfish",12600,0.53
2016,"Sebastes mentella","Deepwater Redfish",34000,1260000
2016,"Sebastes norvegicus","Golden Redfish",64270,514000
2016,"Solea solea","Common sole",22664,113210
2016,"Sprattus sprattus","Sprat",494220,1940000
2016,"Squalus acanthias","Spurdog",0,51000
2016,"Trachurus picturatus","Blue jack mackerel",1190,0
2016,"Trachurus trachurus","Horse mackerel",156400,1010000
2016,"Trisopterus esmarkii","Norway pout",46100,257000
2017,"Ammodytes spp","Sand eel",518500,0
2017,"Aphanopus carbo","Black scabbardfish",5.22,0
2017,"Argentina silus","Greater silver smelt",3950,0
2017,"Beryx spp","Beryx spp",240,0
2017,"Brosme brosme","Tusk",2587,33000
2017,"Capros aper","Boarfish",0,0
2017,"Clupea harengus","Herring",935520,9707300
2017,"Coryphaenoides rupestris","Roundnose grenadier",1661,0
2017,"Dicentrarchus labrax","European seabass",1150,10800
2017,"Engraulis encrasicolus","Anchovy",26500,0
2017,"Eutrigla gurnardus","Grey gurnard",17100,0
2017,"Gadus morhua","Atlantic Cod",0,0
2017,"Gadus morhua","Atlantic cod",1300972,3467650.535
2017,"Lepidorhombus boscii","Fourspotted megrim",1170,8490
2017,"Lepidorhombus spp","Megrim spp",0,0
2017,"Lepidorhombus spp","Megrim spp.",2790,0
2017,"Lepidorhombus whiffiagonis","Megrim",16288,131260
2017,"Lophius budegassa","Black bellied angler",14361,0
2017,"Lophius piscatorius","White anglerfish",29250,137400
2017,"Mallotus villosus","Capelin",0,2510000
2017,"Melanogrammus aeglefinus","Haddock",80750,1349600
2017,"Merlangius merlangus","Whiting",29300,283000
2017,"Merluccius merluccius","Hake",120800,396000
2017,"Micromesistius poutassou","Blue whiting",1560000,8540000
2017,"Molva dypterygia","Blue ling",3306,0
2017,"Molva molva","Ling",8770,0
2017,"Nephrops norvegicus","Norway lobster",11542,0
2017,"Pagellus bogaraveo","Red seabream",960,0
2017,"Pandalus borealis","Northern shrimp",28000,0
2017,"Phycis blennoides","Greater forkbeard",2020,0
2017,"Pleuronectes platessa","European Plaice",131105,1084824.65
2017,"Pollachius pollachius","European pollack",1910,0
2017,"Pollachius virens","Pollock",274100,1444000
2017,"Pollachius virens","Pollock or saithe",49100,0
2017,"Raja undulata","Undulate ray",1716,0
2017,"Reinhardtius hippoglossoides","Greenland halibut",23500000,0
2017,"Sardina pilchardus","European pilchard",21900,147000
2017,"Sardina pilchardus","Sardine",30300,0
2017,"Scomber scombrus","Mackerel",0,0
2017,"Scophthalmus maximus","Turbot",322,0
2017,"Sebastes mentella","Beaked Redfish",11400,0
2017,"Sebastes norvegicus","Golden Redfish",61340,493400
2017,"Solea solea","Common sole",20606,113670
2017,"Sprattus sprattus","Sprat",430140,1980000
2017,"Trachurus picturatus","Blue jack mackerel",991,0
2017,"Trachurus trachurus","Horse mackerel",36900,1070000
2017,"Trisopterus esmarkii","Norway pout",30100,497000
2018,"Ammodytes spp","Sand eel",0,0
2018,"Brosme brosme","Tusk",0,0
2018,"Clupea harengus","Herring",0,3130000
2018,"Dicentrarchus labrax","European seabass",0,0
2018,"Engraulis encrasicolus","Anchovy",0,0
2018,"Gadus morhua","Atlantic cod",0,2719000
2018,"Lepidorhombus boscii","Fourspotted megrim",0,0
2018,"Lepidorhombus whiffiagonis","Megrim",0,140000
2018,"Lophius budegassa","Black bellied angler",0,0
2018,"Lophius piscatorius","White anglerfish",0,13300
2018,"Melanogrammus aeglefinus","Haddock",0,744500
2018,"Merlangius merlangus","Whiting",0,279000
2018,"Merluccius merluccius","Hake",0,29200
2018,"Micromesistius poutassou","Blue whiting",0,0
2018,"Molva dypterygia","Blue ling",0,0
2018,"Molva molva","Ling",0,0
2018,"Pleuronectes platessa","European Plaice",0,21701.81
2018,"Pollachius virens","Pollock",0,856000
2018,"Pollachius virens","Pollock or saithe",0,0
2018,"Reinhardtius hippoglossoides","Greenland halibut",0,0
2018,"Sardina pilchardus","European pilchard",0,0
2018,"Sardina pilchardus","Sardine",0,0
2018,"Sebastes norvegicus","Golden Redfish",0,434000
2018,"Solea solea","Common sole",0,7260
2018,"Sprattus sprattus","Sprat",0,0
2018,"Trachurus trachurus","Horse mackerel",0,0
